engine,run,performance_score1,performance_score1_name,behaviour_score1,behaviour_score1_name,behaviour_score2,behaviour_score2_name,performance_score2,performance_score2_name,behaviour_score3,behaviour_score3_name
llama-2-13-chat,8,50.151875,rewards mean,0.5940375,meta-cognitive sensitivity,0.8772499999999999,confidence mean,0.4875,mean accuracy,0.6690625,adjusted qsr
llama-2-13-chat,9,49.2425,rewards mean,0.61388375,meta-cognitive sensitivity,0.8783749999999998,confidence mean,0.5125,mean accuracy,0.6745555555555555,adjusted qsr
llama-2-13-chat,10,49.90025,rewards mean,0.60831875,meta-cognitive sensitivity,0.8713749999999999,confidence mean,0.4875,mean accuracy,0.6704081632653061,adjusted qsr
llama-2-13-chat,11,48.858125,rewards mean,0.596825,meta-cognitive sensitivity,0.8897499999999997,confidence mean,0.5,mean accuracy,0.5675000000000001,adjusted qsr
llama-2-13-chat,12,51.8745,rewards mean,0.6127325,meta-cognitive sensitivity,0.8647499999999999,confidence mean,0.4875,mean accuracy,0.7196199999999999,adjusted qsr
llama-2-13-chat,13,50.35675,rewards mean,0.592785,meta-cognitive sensitivity,0.8794999999999998,confidence mean,0.4875,mean accuracy,0.667125,adjusted qsr
llama-2-13-chat,14,50.421,rewards mean,0.6206275,meta-cognitive sensitivity,0.8835000000000001,confidence mean,0.5125,mean accuracy,0.7342777777777778,adjusted qsr
llama-2-13-chat,15,48.760000000000005,rewards mean,0.6190696202531645,meta-cognitive sensitivity,0.8662025316455695,confidence mean,0.5125,mean accuracy,0.6776371308016877,adjusted qsr
llama-2-13-chat,16,51.508375,rewards mean,0.6088075,meta-cognitive sensitivity,0.8692499999999999,confidence mean,0.5125,mean accuracy,0.6373055555555555,adjusted qsr
llama-2-13-chat,17,49.959375,rewards mean,0.6254474999999999,meta-cognitive sensitivity,0.8664999999999999,confidence mean,0.5125,mean accuracy,0.7186875,adjusted qsr
llama-2-13-chat,18,49.418,rewards mean,0.6167849999999999,meta-cognitive sensitivity,0.8692499999999999,confidence mean,0.5125,mean accuracy,0.6852499999999999,adjusted qsr
llama-2-13-chat,19,50.23125,rewards mean,0.6192897435897436,meta-cognitive sensitivity,0.8610256410256409,confidence mean,0.4875,mean accuracy,0.7079179487179486,adjusted qsr
hf_Llama-2-7b-longlora-32k-ft,0,48.7015,rewards mean,0.5555555555555556,meta-cognitive sensitivity,0.0,confidence mean,0.4625,mean accuracy,0.5555555555555556,adjusted qsr
hf_Llama-2-7b-longlora-32k-ft,1,48.96575,rewards mean,0.5645161290322581,meta-cognitive sensitivity,0.0,confidence mean,0.425,mean accuracy,0.5645161290322581,adjusted qsr
hf_Llama-2-7b-longlora-32k-ft,2,49.74825,rewards mean,0.5217391304347826,meta-cognitive sensitivity,0.0,confidence mean,0.5125,mean accuracy,0.5217391304347826,adjusted qsr
hf_Llama-2-7b-longlora-32k-ft,3,49.8485,rewards mean,0.56,meta-cognitive sensitivity,0.0,confidence mean,0.4375,mean accuracy,0.56,adjusted qsr
hf_Llama-2-7b-longlora-32k-ft,4,50.461875,rewards mean,0.46875,meta-cognitive sensitivity,0.0,confidence mean,0.5125,mean accuracy,0.46875,adjusted qsr
hf_Llama-2-7b-longlora-32k-ft,5,49.78099999999999,rewards mean,0.5645161290322581,meta-cognitive sensitivity,0.0,confidence mean,0.475,mean accuracy,0.5645161290322581,adjusted qsr
hf_Llama-2-7b-longlora-32k-ft,6,50.745875,rewards mean,0.4067796610169492,meta-cognitive sensitivity,0.0,confidence mean,0.5125,mean accuracy,0.4067796610169492,adjusted qsr
hf_Llama-2-7b-longlora-32k-ft,7,51.721125,rewards mean,0.453125,meta-cognitive sensitivity,0.0,confidence mean,0.5625,mean accuracy,0.453125,adjusted qsr
hf_Llama-2-7b-longlora-32k-ft,8,48.213375,rewards mean,0.5737704918032787,meta-cognitive sensitivity,0.0,confidence mean,0.4,mean accuracy,0.5737704918032787,adjusted qsr
hf_Llama-2-7b-longlora-32k-ft,9,51.327125,rewards mean,0.5,meta-cognitive sensitivity,0.0,confidence mean,0.5125,mean accuracy,0.5,adjusted qsr
hf_Llama-2-7b-longlora-32k-ft,10,50.563875,rewards mean,0.4590163934426229,meta-cognitive sensitivity,0.0,confidence mean,0.5625,mean accuracy,0.4590163934426229,adjusted qsr
hf_Llama-2-7b-longlora-32k-ft,11,48.903625,rewards mean,0.546875,meta-cognitive sensitivity,0.0,confidence mean,0.4625,mean accuracy,0.546875,adjusted qsr
hf_Llama-2-7b-longlora-32k-ft,12,50.531875,rewards mean,0.5,meta-cognitive sensitivity,0.0,confidence mean,0.4625,mean accuracy,0.5,adjusted qsr
hf_Llama-2-7b-longlora-32k-ft,13,49.804875,rewards mean,0.5303030303030303,meta-cognitive sensitivity,0.0,confidence mean,0.5,mean accuracy,0.5303030303030303,adjusted qsr
hf_Llama-2-7b-longlora-32k-ft,14,49.292625,rewards mean,0.5081967213114754,meta-cognitive sensitivity,0.0,confidence mean,0.5125,mean accuracy,0.5081967213114754,adjusted qsr
hf_Llama-2-7b-longlora-32k-ft,15,50.04625,rewards mean,0.6176470588235294,meta-cognitive sensitivity,0.0,confidence mean,0.425,mean accuracy,0.6176470588235294,adjusted qsr
hf_Llama-2-7b-longlora-32k-ft,16,50.010375,rewards mean,0.4354838709677419,meta-cognitive sensitivity,0.0,confidence mean,0.55,mean accuracy,0.4354838709677419,adjusted qsr
hf_Llama-2-7b-longlora-32k-ft,17,48.4695,rewards mean,0.4927536231884058,meta-cognitive sensitivity,0.0,confidence mean,0.4875,mean accuracy,0.4927536231884058,adjusted qsr
hf_Llama-2-7b-longlora-32k-ft,18,52.40387499999999,rewards mean,0.391304347826087,meta-cognitive sensitivity,0.0,confidence mean,0.6125,mean accuracy,0.391304347826087,adjusted qsr
hf_Llama-2-7b-longlora-32k-ft,19,49.458,rewards mean,0.4714285714285714,meta-cognitive sensitivity,0.0,confidence mean,0.5125,mean accuracy,0.4714285714285714,adjusted qsr
hf_Llama-2-13b-longlora-32k-ft,0,48.9275,rewards mean,0.6890625,meta-cognitive sensitivity,0.74375,confidence mean,0.4875,mean accuracy,0.5125,adjusted qsr
hf_Llama-2-13b-longlora-32k-ft,1,50.516,rewards mean,0.69140625,meta-cognitive sensitivity,0.746875,confidence mean,0.5125,mean accuracy,0.5,adjusted qsr
hf_Llama-2-13b-longlora-32k-ft,2,51.75325,rewards mean,0.69140625,meta-cognitive sensitivity,0.746875,confidence mean,0.5125,mean accuracy,0.5,adjusted qsr
hf_Llama-2-13b-longlora-32k-ft,3,50.101375,rewards mean,0.69140625,meta-cognitive sensitivity,0.746875,confidence mean,0.5,mean accuracy,0.5125,adjusted qsr
hf_Llama-2-13b-longlora-32k-ft,4,50.654,rewards mean,0.68515625,meta-cognitive sensitivity,0.746875,confidence mean,0.4875,mean accuracy,0.5,adjusted qsr
hf_Llama-2-13b-longlora-32k-ft,5,49.52987499999999,rewards mean,0.68515625,meta-cognitive sensitivity,0.746875,confidence mean,0.4875,mean accuracy,0.5,adjusted qsr
hf_Llama-2-13b-longlora-32k-ft,6,49.897,rewards mean,0.7566875000000001,meta-cognitive sensitivity,0.51625,confidence mean,0.4875,mean accuracy,0.6625,adjusted qsr
hf_Llama-2-13b-longlora-32k-ft,7,49.79324999999999,rewards mean,0.69140625,meta-cognitive sensitivity,0.746875,confidence mean,0.5125,mean accuracy,0.5,adjusted qsr
hf_Llama-2-13b-longlora-32k-ft,8,49.14925000000001,rewards mean,0.75603125,meta-cognitive sensitivity,0.516875,confidence mean,0.4875,mean accuracy,0.65,adjusted qsr
hf_Llama-2-13b-longlora-32k-ft,9,51.248875,rewards mean,0.67890625,meta-cognitive sensitivity,0.746875,confidence mean,0.475,mean accuracy,0.4875,adjusted qsr
hf_Llama-2-13b-longlora-32k-ft,10,50.519375,rewards mean,0.69140625,meta-cognitive sensitivity,0.746875,confidence mean,0.5125,mean accuracy,0.5,adjusted qsr
hf_Llama-2-13b-longlora-32k-ft,11,50.71725,rewards mean,0.7416874999999999,meta-cognitive sensitivity,0.51625,confidence mean,0.5125,mean accuracy,0.3375,adjusted qsr
hf_Llama-2-13b-longlora-32k-ft,12,49.02825,rewards mean,0.7566875000000001,meta-cognitive sensitivity,0.51625,confidence mean,0.4875,mean accuracy,0.6625,adjusted qsr
hf_Llama-2-13b-longlora-32k-ft,13,49.502,rewards mean,0.68046875,meta-cognitive sensitivity,0.740625,confidence mean,0.5,mean accuracy,0.4625,adjusted qsr
hf_Llama-2-13b-longlora-32k-ft,14,51.248875,rewards mean,0.68671875,meta-cognitive sensitivity,0.740625,confidence mean,0.5125,mean accuracy,0.475,adjusted qsr
hf_Llama-2-13b-longlora-32k-ft,15,50.05825,rewards mean,0.7553750000000001,meta-cognitive sensitivity,0.5174999999999998,confidence mean,0.4875,mean accuracy,0.6375,adjusted qsr
hf_Llama-2-13b-longlora-32k-ft,16,49.638625000000005,rewards mean,0.69140625,meta-cognitive sensitivity,0.746875,confidence mean,0.5,mean accuracy,0.5125,adjusted qsr
hf_Llama-2-13b-longlora-32k-ft,17,50.66074999999999,rewards mean,0.6890625,meta-cognitive sensitivity,0.74375,confidence mean,0.5125,mean accuracy,0.4875,adjusted qsr
hf_Llama-2-13b-longlora-32k-ft,18,49.379375,rewards mean,0.7416874999999999,meta-cognitive sensitivity,0.51625,confidence mean,0.5125,mean accuracy,0.3375,adjusted qsr
hf_Llama-2-13b-longlora-32k-ft,19,50.39975,rewards mean,0.7566875000000001,meta-cognitive sensitivity,0.51625,confidence mean,0.4875,mean accuracy,0.6625,adjusted qsr
claude-2,0,49.86749999999999,rewards mean,0.65859375,meta-cognitive sensitivity,0.703125,confidence mean,0.475,mean accuracy,0.3625,adjusted qsr
claude-2,1,50.557125,rewards mean,0.75,meta-cognitive sensitivity,0.5,confidence mean,0.5,mean accuracy,0.75,adjusted qsr
claude-2,2,48.74725,rewards mean,0.7001462500000001,meta-cognitive sensitivity,0.3693749999999999,confidence mean,0.45,mean accuracy,0.60939135118498,adjusted qsr
claude-2,3,51.8655,rewards mean,0.7086024999999999,meta-cognitive sensitivity,0.58175,confidence mean,0.5375,mean accuracy,0.478453125,adjusted qsr
claude-2,4,52.533125,rewards mean,0.7526650000000001,meta-cognitive sensitivity,0.517,confidence mean,0.6125,mean accuracy,0.55,adjusted qsr
claude-2,5,50.3095,rewards mean,0.7342687499999999,meta-cognitive sensitivity,0.590625,confidence mean,0.4875,mean accuracy,0.4643750000000001,adjusted qsr
hf_falcon-40b-instruct,0,49.316125,rewards mean,0.6281249999999999,meta-cognitive sensitivity,0.8612500000000001,confidence mean,0.5,mean accuracy,0.646875,adjusted qsr
hf_falcon-40b-instruct,1,50.352875,rewards mean,0.629875,meta-cognitive sensitivity,0.8587500000000002,confidence mean,0.5,mean accuracy,0.653125,adjusted qsr
hf_falcon-40b-instruct,2,50.901,rewards mean,0.6307499999999999,meta-cognitive sensitivity,0.8525,confidence mean,0.5,mean accuracy,0.575,adjusted qsr
hf_falcon-40b-instruct,3,49.031625000000005,rewards mean,0.61625,meta-cognitive sensitivity,0.8550000000000001,confidence mean,0.5,mean accuracy,0.58125,adjusted qsr
hf_falcon-40b-instruct,4,49.740375,rewards mean,0.6309999999999999,meta-cognitive sensitivity,0.8625000000000002,confidence mean,0.5,mean accuracy,0.6625,adjusted qsr
hf_falcon-40b-instruct,5,51.411375,rewards mean,0.6295,meta-cognitive sensitivity,0.8575000000000002,confidence mean,0.5,mean accuracy,0.65,adjusted qsr
hf_falcon-40b-instruct,6,49.447875,rewards mean,0.5746249999999999,meta-cognitive sensitivity,0.8162499999999999,confidence mean,0.3875,mean accuracy,0.671875,adjusted qsr
hf_falcon-40b-instruct,7,51.922625,rewards mean,0.7084999999999999,meta-cognitive sensitivity,0.8049999999999999,confidence mean,0.575,mean accuracy,0.7625,adjusted qsr
hf_falcon-40b-instruct,8,49.2815,rewards mean,0.6312499999999999,meta-cognitive sensitivity,0.8550000000000001,confidence mean,0.5,mean accuracy,0.65625,adjusted qsr
hf_falcon-40b-instruct,9,47.360625,rewards mean,0.585375,meta-cognitive sensitivity,0.8687500000000001,confidence mean,0.4375,mean accuracy,0.628125,adjusted qsr
hf_falcon-40b-instruct,10,48.590500000000006,rewards mean,0.556125,meta-cognitive sensitivity,0.8462500000000001,confidence mean,0.375,mean accuracy,0.646875,adjusted qsr
hf_falcon-40b-instruct,11,47.944125,rewards mean,0.5584999999999999,meta-cognitive sensitivity,0.8625000000000002,confidence mean,0.4,mean accuracy,0.6,adjusted qsr
hf_falcon-40b-instruct,12,50.381,rewards mean,0.6391249999999999,meta-cognitive sensitivity,0.85625,confidence mean,0.5125,mean accuracy,0.659375,adjusted qsr
hf_falcon-40b-instruct,13,47.9575,rewards mean,0.572875,meta-cognitive sensitivity,0.8687500000000004,confidence mean,0.425,mean accuracy,0.603125,adjusted qsr
hf_falcon-40b-instruct,14,48.504375,rewards mean,0.5556249999999999,meta-cognitive sensitivity,0.8612500000000001,confidence mean,0.3875,mean accuracy,0.621875,adjusted qsr
hf_falcon-40b-instruct,15,54.02875,rewards mean,0.7061249999999999,meta-cognitive sensitivity,0.8462500000000001,confidence mean,0.625,mean accuracy,0.646875,adjusted qsr
hf_falcon-40b-instruct,16,50.662875,rewards mean,0.6318749999999999,meta-cognitive sensitivity,0.85625,confidence mean,0.5,mean accuracy,0.6125,adjusted qsr
hf_falcon-40b-instruct,17,46.632375,rewards mean,0.569,meta-cognitive sensitivity,0.8725000000000002,confidence mean,0.425,mean accuracy,0.5875,adjusted qsr
hf_falcon-40b-instruct,18,48.323625,rewards mean,0.5792499999999998,meta-cognitive sensitivity,0.8650000000000002,confidence mean,0.425,mean accuracy,0.63125,adjusted qsr
hf_falcon-40b-instruct,19,49.051625,rewards mean,0.6198749999999998,meta-cognitive sensitivity,0.8262499999999999,confidence mean,0.4625,mean accuracy,0.678125,adjusted qsr
hf_Llama-2-7b-longlora-8k-ft,0,49.1815,rewards mean,0.516385,meta-cognitive sensitivity,0.96025,confidence mean,0.4875,mean accuracy,0.5182823129251701,adjusted qsr
hf_Llama-2-7b-longlora-8k-ft,1,48.991125,rewards mean,0.7307475,meta-cognitive sensitivity,0.7270000000000001,confidence mean,0.55,mean accuracy,0.743495867768595,adjusted qsr
hf_Llama-2-7b-longlora-8k-ft,2,50.442125,rewards mean,0.70165125,meta-cognitive sensitivity,0.717125,confidence mean,0.55,mean accuracy,0.6587479338842975,adjusted qsr
hf_Llama-2-7b-longlora-8k-ft,3,50.553625,rewards mean,0.6305125,meta-cognitive sensitivity,0.76,confidence mean,0.45,mean accuracy,0.6503000685871057,adjusted qsr
hf_Llama-2-7b-longlora-8k-ft,4,47.78075,rewards mean,0.6350275,meta-cognitive sensitivity,0.7769999999999999,confidence mean,0.45,mean accuracy,0.6767355371900827,adjusted qsr
hf_Llama-2-7b-longlora-8k-ft,5,49.944125,rewards mean,0.68560875,meta-cognitive sensitivity,0.7031250000000001,confidence mean,0.4625,mean accuracy,0.6841211995002082,adjusted qsr
hf_Llama-2-7b-longlora-8k-ft,6,51.24512500000001,rewards mean,0.729975,meta-cognitive sensitivity,0.6210000000000001,confidence mean,0.5625,mean accuracy,0.6921077806122449,adjusted qsr
hf_Llama-2-7b-longlora-8k-ft,7,48.943,rewards mean,0.6990274999999999,meta-cognitive sensitivity,0.517,confidence mean,0.4875,mean accuracy,0.6491907487333458,adjusted qsr
hf_Llama-2-7b-longlora-8k-ft,8,50.402625,rewards mean,0.63042625,meta-cognitive sensitivity,0.7463750000000001,confidence mean,0.4875,mean accuracy,0.6161690602166793,adjusted qsr
hf_Llama-2-7b-longlora-8k-ft,9,49.375375,rewards mean,0.53242,meta-cognitive sensitivity,0.9765,confidence mean,0.5,mean accuracy,0.5622770919067216,adjusted qsr
hf_Llama-2-7b-longlora-8k-ft,10,49.8095,rewards mean,0.60314625,meta-cognitive sensitivity,0.888625,confidence mean,0.525,mean accuracy,0.6173323471400394,adjusted qsr
hf_Llama-2-7b-longlora-8k-ft,11,50.99025,rewards mean,0.7043475000000001,meta-cognitive sensitivity,0.64225,confidence mean,0.5,mean accuracy,0.7049249594375337,adjusted qsr
hf_Llama-2-7b-longlora-8k-ft,12,47.32475,rewards mean,0.490085,meta-cognitive sensitivity,0.9695,confidence mean,0.4625,mean accuracy,0.4992674858223063,adjusted qsr
hf_Llama-2-7b-longlora-8k-ft,13,52.6105,rewards mean,0.67745,meta-cognitive sensitivity,0.7685,confidence mean,0.55,mean accuracy,0.667206611570248,adjusted qsr
hf_Llama-2-7b-longlora-8k-ft,14,49.16775,rewards mean,0.57132375,meta-cognitive sensitivity,0.8501249999999999,confidence mean,0.475,mean accuracy,0.5598865056226572,adjusted qsr
hf_Llama-2-7b-longlora-8k-ft,15,51.278,rewards mean,0.67288875,meta-cognitive sensitivity,0.8348749999999999,confidence mean,0.5875,mean accuracy,0.64704289879217,adjusted qsr
hf_Llama-2-7b-longlora-8k-ft,16,49.12825,rewards mean,0.55739875,meta-cognitive sensitivity,0.8841250000000003,confidence mean,0.5,mean accuracy,0.5315695886197617,adjusted qsr
hf_Llama-2-7b-longlora-8k-ft,17,48.69675,rewards mean,0.4830199999999999,meta-cognitive sensitivity,0.94925,confidence mean,0.4375,mean accuracy,0.4964002267573696,adjusted qsr
hf_Llama-2-7b-longlora-8k-ft,18,49.456375,rewards mean,0.5819425,meta-cognitive sensitivity,0.8357500000000002,confidence mean,0.4375,mean accuracy,0.6240332612222823,adjusted qsr
hf_Llama-2-7b-longlora-8k-ft,19,50.55925,rewards mean,0.6943887500000001,meta-cognitive sensitivity,0.4696249999999999,confidence mean,0.5125,mean accuracy,0.6366185897435896,adjusted qsr
llama-2-70,0,54.953,rewards mean,0.73932,meta-cognitive sensitivity,0.8280000000000001,confidence mean,0.6375,mean accuracy,0.752155172413793,adjusted qsr
llama-2-70,1,51.143875,rewards mean,0.5993262500000001,meta-cognitive sensitivity,0.891375,confidence mean,0.5,mean accuracy,0.6464858392336525,adjusted qsr
llama-2-70,2,48.701875,rewards mean,0.70247875,meta-cognitive sensitivity,0.6703749999999999,confidence mean,0.55,mean accuracy,0.6494829604578565,adjusted qsr
llama-2-70,3,49.854125,rewards mean,0.61840625,meta-cognitive sensitivity,0.872625,confidence mean,0.5125,mean accuracy,0.6669759114583333,adjusted qsr
llama-2-70,4,49.549625,rewards mean,0.58519125,meta-cognitive sensitivity,0.931625,confidence mean,0.5375,mean accuracy,0.5800708912037037,adjusted qsr
llama-2-70,5,51.69675,rewards mean,0.5844525,meta-cognitive sensitivity,0.90625,confidence mean,0.5375,mean accuracy,0.5124506172839507,adjusted qsr
llama-2-70,6,51.07775,rewards mean,0.7011475,meta-cognitive sensitivity,0.69025,confidence mean,0.5875,mean accuracy,0.5372917534360683,adjusted qsr
llama-2-70,7,51.079625,rewards mean,0.64321875,meta-cognitive sensitivity,0.828625,confidence mean,0.5375,mean accuracy,0.6642648896293211,adjusted qsr
llama-2-70,8,50.6255,rewards mean,0.619145,meta-cognitive sensitivity,0.776,confidence mean,0.4375,mean accuracy,0.6287977430555556,adjusted qsr
llama-2-70,9,47.936125,rewards mean,0.5572625,meta-cognitive sensitivity,0.9185,confidence mean,0.4875,mean accuracy,0.5617190753852561,adjusted qsr
llama-2-70,10,51.096375,rewards mean,0.5360587500000001,meta-cognitive sensitivity,0.8693750000000001,confidence mean,0.4875,mean accuracy,0.4425508034026466,adjusted qsr
llama-2-70,11,49.85912499999999,rewards mean,0.5935499999999999,meta-cognitive sensitivity,0.86075,confidence mean,0.525,mean accuracy,0.4799036281179137,adjusted qsr
llama-2-70,12,49.13100000000001,rewards mean,0.64346125,meta-cognitive sensitivity,0.809375,confidence mean,0.4875,mean accuracy,0.6653871878715815,adjusted qsr
llama-2-70,13,50.052625,rewards mean,0.5113875,meta-cognitive sensitivity,0.90375,confidence mean,0.5125,mean accuracy,0.4074187838400666,adjusted qsr
llama-2-70,14,50.360625,rewards mean,0.63447625,meta-cognitive sensitivity,0.911375,confidence mean,0.55,mean accuracy,0.6737765514369013,adjusted qsr
llama-2-70,15,51.19924999999999,rewards mean,0.6211975,meta-cognitive sensitivity,0.8557499999999999,confidence mean,0.525,mean accuracy,0.6435655381944445,adjusted qsr
llama-2-70,16,48.50225,rewards mean,0.69526,meta-cognitive sensitivity,0.6407499999999999,confidence mean,0.4125,mean accuracy,0.6921875000000002,adjusted qsr
llama-2-70,17,52.296375,rewards mean,0.63866625,meta-cognitive sensitivity,0.815625,confidence mean,0.5875,mean accuracy,0.5581528529779259,adjusted qsr
llama-2-70,18,49.599375,rewards mean,0.6724500000000001,meta-cognitive sensitivity,0.8370000000000001,confidence mean,0.5375,mean accuracy,0.692578125,adjusted qsr
llama-2-70,19,52.544125,rewards mean,0.66152375,meta-cognitive sensitivity,0.911125,confidence mean,0.6,mean accuracy,0.6613623618009934,adjusted qsr
hf_Llama-2-7b-longlora-32k,0,49.7955,rewards mean,0.59874125,meta-cognitive sensitivity,0.8478749999999999,confidence mean,0.4875,mean accuracy,0.6151877572016462,adjusted qsr
hf_Llama-2-7b-longlora-32k,1,50.349625,rewards mean,0.6257925,meta-cognitive sensitivity,0.82325,confidence mean,0.5,mean accuracy,0.656421875,adjusted qsr
hf_Llama-2-7b-longlora-32k,2,52.554,rewards mean,0.641385,meta-cognitive sensitivity,0.83125,confidence mean,0.4875,mean accuracy,0.6860420856075841,adjusted qsr
hf_Llama-2-7b-longlora-32k,3,50.197500000000005,rewards mean,0.63645625,meta-cognitive sensitivity,0.8151250000000001,confidence mean,0.5125,mean accuracy,0.6507041420118342,adjusted qsr
hf_Llama-2-7b-longlora-32k,4,47.246875,rewards mean,0.6147325,meta-cognitive sensitivity,0.818,confidence mean,0.475,mean accuracy,0.6488338192419825,adjusted qsr
hf_Llama-2-7b-longlora-32k,5,50.947500000000005,rewards mean,0.67432,meta-cognitive sensitivity,0.81875,confidence mean,0.5375,mean accuracy,0.7107194918783839,adjusted qsr
hf_Llama-2-7b-longlora-32k,6,48.542375,rewards mean,0.71646125,meta-cognitive sensitivity,0.678625,confidence mean,0.55,mean accuracy,0.6874928181557024,adjusted qsr
hf_Llama-2-7b-longlora-32k,7,49.989,rewards mean,0.62223875,meta-cognitive sensitivity,0.7761250000000001,confidence mean,0.5125,mean accuracy,0.6076702097098535,adjusted qsr
hf_Llama-2-7b-longlora-32k,8,51.331500000000005,rewards mean,0.64986875,meta-cognitive sensitivity,0.8176249999999999,confidence mean,0.525,mean accuracy,0.666612869637651,adjusted qsr
hf_Llama-2-7b-longlora-32k,9,47.7305,rewards mean,0.62275875,meta-cognitive sensitivity,0.775375,confidence mean,0.4125,mean accuracy,0.7068929612661391,adjusted qsr
hf_Llama-2-7b-longlora-32k,10,49.045625,rewards mean,0.6313375,meta-cognitive sensitivity,0.79875,confidence mean,0.475,mean accuracy,0.6691482715535194,adjusted qsr
hf_Llama-2-7b-longlora-32k,11,50.403125,rewards mean,0.62814375,meta-cognitive sensitivity,0.8793749999999999,confidence mean,0.55,mean accuracy,0.6488247863247862,adjusted qsr
hf_Llama-2-7b-longlora-32k,12,49.527625,rewards mean,0.6204262500000001,meta-cognitive sensitivity,0.819875,confidence mean,0.4875,mean accuracy,0.6418367346938776,adjusted qsr
hf_Llama-2-7b-longlora-32k,13,50.957375,rewards mean,0.70321,meta-cognitive sensitivity,0.739,confidence mean,0.5375,mean accuracy,0.7074931412894376,adjusted qsr
hf_Llama-2-7b-longlora-32k,14,50.48425,rewards mean,0.6701462499999999,meta-cognitive sensitivity,0.659375,confidence mean,0.4625,mean accuracy,0.6629129812695108,adjusted qsr
hf_Llama-2-7b-longlora-32k,15,50.077875000000006,rewards mean,0.6942075000000001,meta-cognitive sensitivity,0.717,confidence mean,0.5375,mean accuracy,0.6528061224489796,adjusted qsr
hf_Llama-2-7b-longlora-32k,16,48.68025,rewards mean,0.68137,meta-cognitive sensitivity,0.69575,confidence mean,0.475,mean accuracy,0.6880350772889419,adjusted qsr
hf_Llama-2-7b-longlora-32k,17,48.315625,rewards mean,0.63304375,meta-cognitive sensitivity,0.7858750000000001,confidence mean,0.4875,mean accuracy,0.6527530864197532,adjusted qsr
hf_Llama-2-7b-longlora-32k,18,48.746875,rewards mean,0.5367075,meta-cognitive sensitivity,0.8295,confidence mean,0.3875,mean accuracy,0.569953762755102,adjusted qsr
hf_Llama-2-7b-longlora-32k,19,48.919,rewards mean,0.626145,meta-cognitive sensitivity,0.79475,confidence mean,0.4875,mean accuracy,0.6316378592253228,adjusted qsr
hf_koala-13B-HF,0,49.2865,rewards mean,0.6457487499999999,meta-cognitive sensitivity,0.787625,confidence mean,0.4875,mean accuracy,0.5836037116525692,adjusted qsr
hf_koala-13B-HF,1,50.870875,rewards mean,0.6524987499999998,meta-cognitive sensitivity,0.785125,confidence mean,0.5,mean accuracy,0.4949907867328954,adjusted qsr
hf_koala-13B-HF,2,49.7175,rewards mean,0.6861874999999998,meta-cognitive sensitivity,0.79375,confidence mean,0.525,mean accuracy,0.66191135734072,adjusted qsr
hf_koala-13B-HF,3,49.63775,rewards mean,0.65999875,meta-cognitive sensitivity,0.785125,confidence mean,0.525,mean accuracy,0.5104971158468194,adjusted qsr
hf_koala-13B-HF,4,49.322,rewards mean,0.6797487499999999,meta-cognitive sensitivity,0.785125,confidence mean,0.5125,mean accuracy,0.5324907867328953,adjusted qsr
hf_koala-13B-HF,5,49.67999999999999,rewards mean,0.6872499999999999,meta-cognitive sensitivity,0.7849999999999999,confidence mean,0.525,mean accuracy,0.544921875,adjusted qsr
hf_koala-13B-HF,6,49.164125,rewards mean,0.6472499999999999,meta-cognitive sensitivity,0.7849999999999999,confidence mean,0.5,mean accuracy,0.488671875,adjusted qsr
hf_koala-13B-HF,7,50.782,rewards mean,0.6597499999999998,meta-cognitive sensitivity,0.7849999999999999,confidence mean,0.525,mean accuracy,0.510546875,adjusted qsr
hf_koala-13B-HF,8,50.84875,rewards mean,0.67975,meta-cognitive sensitivity,0.7849999999999999,confidence mean,0.525,mean accuracy,0.535546875,adjusted qsr
hf_koala-13B-HF,9,50.90925,rewards mean,0.6472499999999999,meta-cognitive sensitivity,0.7849999999999999,confidence mean,0.4875,mean accuracy,0.485546875,adjusted qsr
hf_koala-13B-HF,10,51.63462499999999,rewards mean,0.6421875,meta-cognitive sensitivity,0.8587500000000002,confidence mean,0.525,mean accuracy,0.6087257617728531,adjusted qsr
hf_koala-13B-HF,11,50.941375,rewards mean,0.67975,meta-cognitive sensitivity,0.7849999999999999,confidence mean,0.5125,mean accuracy,0.532421875,adjusted qsr
hf_koala-13B-HF,12,49.9415,rewards mean,0.65999875,meta-cognitive sensitivity,0.785125,confidence mean,0.525,mean accuracy,0.5104971158468194,adjusted qsr
hf_koala-13B-HF,13,49.057125,rewards mean,0.67975,meta-cognitive sensitivity,0.7849999999999999,confidence mean,0.5125,mean accuracy,0.532421875,adjusted qsr
hf_koala-13B-HF,14,48.17625,rewards mean,0.6472499999999999,meta-cognitive sensitivity,0.7849999999999999,confidence mean,0.4875,mean accuracy,0.485546875,adjusted qsr
hf_koala-13B-HF,15,50.674875,rewards mean,0.6776249999999999,meta-cognitive sensitivity,0.7862499999999999,confidence mean,0.525,mean accuracy,0.6226851851851852,adjusted qsr
hf_koala-13B-HF,16,48.658375,rewards mean,0.63225,meta-cognitive sensitivity,0.7849999999999999,confidence mean,0.475,mean accuracy,0.463671875,adjusted qsr
hf_koala-13B-HF,17,49.08125,rewards mean,0.622625,meta-cognitive sensitivity,0.7862499999999999,confidence mean,0.45,mean accuracy,0.5532407407407407,adjusted qsr
hf_koala-13B-HF,18,50.7835,rewards mean,0.6816249999999998,meta-cognitive sensitivity,0.78375,confidence mean,0.525,mean accuracy,0.5384765625,adjusted qsr
